ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
456915,Kothapet & Dilsukhnagar,Hyderabad,Aradhya Chinese Fast Food Center,300.0,2.9,80,Chinese,Kothapet & Dilsukhnagar,61.0
456943,Egmore,Chennai,K2 Parotta & Biriyani,,5.212035359604171,80,"North Indian,Biryani,Chinese",Egmore,49.0
456957,Adajan,Surat,Raju Omlet,200.0,2.9,80,"Snacks,Indian",Adajan,51.0
456986,Somwarpeth,Pune,Domino'S Pizza,400.0,2.9,80,Pizzas,Pune,
457069,Himayath Nagar,Hyderabad,Kwality Wall S Frozen Dessert & Ice Cream Shop,200.0,2.9,80,,Himayath Nagar,36.0
457079,Salt Lake,Kolkata,Cakes By Mama Mia!,300.0,2.9,80,"Bakery,Desserts",Salt Lake,69.0
457158,Scruz Bandra East,Mumbai,Tonic Rest-O-Bar,400.0,2.9,80,Indian  Chinese,Scruz Bandra East,40.0
457186,Kurla,Delhii,Cafe 9/10,400.0,2.9,80,"Chinese,Indian,Biryani",Kurla,39.0
457249,Sarat Park,Kolkata,Reggae Cafe And Lounge,,2.9,80,Pizzas  Chinese  Pastas  Beverages,Sarat Park,75.0
457258,Shivaji Nagar,Pune,The Deccan Spice Restaurant,500.0,2.9,80,"North Indian,Malwani,Desserts,Chinese",Shivaji Nagar,37.0
457320,South Kolkata,Kolkata,Ahar Amaze,200.0,,80,"Indian,Chinese",South Kolkata,
457322,Dumdum,Kolkata,Appayan,300.0,2.9,80,"Chinese,Combo",Dumdum,76.0
457462,Navrangpura,Ahmedabad,Mumbaiya Misal And Vadapav,,2.9,80,Snacks,Navrangpura,36.0
457485,Dindoli,Surat,Aagman Punjabi And Chinese Food Corner,,2.9,80,"North Indian,Chinese,Thalis",Dindoli,65.0
457540,Dumdum,Kolkata,Madhu'S Biryani,260.0,2.9,80,Biryani,Dumdum,70.0
457542,Rohini,Delhi,Shahi Tandoor,,2.9,80,"Tandoor,Indian",Rohini,
457566,Shivaji Nagar,Pune,Al Mizan Biryani House,250.0,,80,"Biryani,North Indian",Shivaji Nagar,47.0
457568,Ashok Vihar,Delhi,Daksh Rasoi,500.0,2.9,80,"North Indian,Thalis,Combo",Ashok Vihar,
457656,Bibwewadi,Pune,Breatato Co,300.0,2.9,80,"Street Food,Continental,Combo",Bibwewadi,78.0
457674,Scruz Bandra East,Mumbai,The Pixiu,400.0,2.9,80,Indian,Scruz Bandra East,49.0
457742,Indiranagar,Bangalore,Taco Street,250.0,2.9,80,"Mexican,Desserts,Beverages",Indiranagar,63.0
457805,Purasawalkam,Chennai,Leenas Kitchen,250.0,2.9,80,Bakery,Purasawalkam,50.0
457870,Uppal,Hyderabad,Saarangi Restaurant,590.0,2.9,80,South Indian  North Indian,Uppal,
457931,Kodambakkam,Chennai,Mad Over Madras,500.0,2.9,80,"Snacks,Pastas,Desserts",Kodambakkam,88.0
457934,Ghatkopar Vikhroli,Mumbai,Night Wolf,100.0,2.9,80,Lebanese,Ghatkopar Vikhroli,57.0
457973,Perambur,Chennai,Jango'Z,400.0,,80,"Pizzas,Desserts",Perambur,67.0
457984,Dumdum,Kolkata,Lovely Biriyani,,2.9,80,Biryani,Dumdum,77.0
458006,Scruz Bandra East,Mumbai,Crypto Curry,400.0,2.9,80,Mughlai  North Indian,Scruz Bandra East,51.0
458108,Athwa,Surat,The Foodiezz,200.0,2.9,80,"Beverages,Snacks,Sweets",Athwa,46.0
458109,Ruby Area,Kolkata,My Recipes,400.0,2.9,80,Chinese,New Area,81.0
458110,Banjara Hills,Hyderabad,Punjab National Hotel,800.0,2.9,80,"Punjabi,North Indian",Banjara Hills,77.0
458180,Kothrud,Pune,Meal Bowl,,2.9,80,"North Indian,Chinese",Kothrud,52.0
458190,Kothrud,Pune,Modern Khichdi,400.0,2.9,80,North Indian,Kothrud,52.0
458255,Kothrud,Pune,Veg Sutra,400.0,2.9,80,"North Indian,Chinese",Kothrud,52.0
458258,Nsp,Delhi,Fat Tiger,300.0,5.0,20,,Nsp,73.0
458302,Marol Sakinaka,Mumbai,Mallika Bar And Family Restaurant,300.0,2.9,80,"Indian,Chinese",Marol Sakinaka,42.0
458328,Adajan,Surat,Trishiv Cafe & Resto,200.0,9.098373236585607,80,"Pizzas,Chinese,Snacks,Beverages",Adajan,59.0
458329,North Dumdum,Kolkata,Hurried & Hungry,200.0,2.9,80,"Chinese,Snacks",North Dumdum,69.0
458352,Swargate,Pune,Malvan Ch Kalvan,240.0,2.9,80,,Swargate,37.0
458365,Baner,Pune,Urban Sandwich Co,400.0,2.9,80,Fast Food,Baner,
458404,Rohini,Delhi,Tandoori Bites,500.0,2.9,80,"Indian,North Indian,Fast Food",Rohini,58.0
458465,T Nagar,Chennai,Five Star Chicken / Haleem Departmental Stores,,2.9,80,"American,Snacks",T Nagar,73.0
458470,Athwa,Surat,Shivam,200.0,2.9,80,"Gujarati,Chinese,North Indian",Athwa,46.0
458491,Mehdipatnam,Hyderabad,Ajooba Food Court,250.0,2.9,80,"Chinese,Sweets,Beverages",Mehdipatnam,53.0
458570,Rohini,Delhi,Kitchen Queen,200.0,2.9,80,"Indian,Combo,Beverages",Rohini,
458664,Tangra,Kolkata,Pooja Food Mart,200.0,2.9,80,Chinese  Indian,Tangra,58.0
458731,Kothrud,Pune,Potbhar Biryani House,380.0,2.9,80,"Indian,Combo",Kothrud,56.0
458764,Kestopur,Kolkata,Chef Special,300.0,2.9,80,"Chinese,North Indian,Seafood,Biryani",Kestopur,79.0
458779,Fathima Nagar,Pune,Momos Junction,200.0,2.9,80,Chinese,Fathima Nagar,
458836,Vadapalani,Chennai,Vanga Jii,400.0,2.9,80,"North Indian,Lebanese,South Indian",Vadapalani,75.0
458858,The New Sion Co-Operative Housing Society,Mumbai,Wow! China,400.0,2.9,80,Tibetan  Chinese  Asian  Snacks  Continental  Desserts  Beverages,The New Sion,
458863,Naroda,Ahmedabad,Hotel Satluj,,2.9,80,"North Indian,Mughlai",Naroda,56.0
458919,Piplod,Surat,Punjabi & Chinese,200.0,2.9,80,"North Indian,Chinese,Biryani,Gujarati",Piplod,58.0
458958,Vastrapur,Ahmedabad,Masty Foods,,2.9,80,"North Indian,Chinese,Biryani,Tandoor",Vastrapur,49.0
459010,Himayath Nagar,Hyderabad,Look At Me,,2.9,80,"Pizzas,Snacks,Beverages",Himayath Nagar,
459098,Uppal,Hyderabad,Taj Bakery,200.0,2.9,80,Bakery,Uppal,54.0
459153,Maninagar,Ahmedabad,New Karnavati Dabeli,100.0,2.9,80,"Snacks,Fast Food,Pizzas",Maninagar,47.0
459212,Adajan,Surat,Asta La Vista Pasta,200.0,2.9,80,"Pastas,Italian",Adajan,46.0
459317,Kilpauk,Chennai,Lassi N Shakes,160.0,2.9,80,"American,Italian,Pizzas,Snacks,Healthy Food,Juices,Beverages",Kilpauk,44.0
459383,Naranpura,Delhii,Between Bread,150.0,2.9,80,"Snacks,Pizzas,Beverages",Naranpura,
459446,Burrabazar,Kolkata,Tewari Sweets,200.0,2.9,80,Indian  Desserts  Fast Food,Burrabazar,43.0
459564,Rohini,Delhi,Pan & Grill,200.0,2.9,80,Snacks,Rohini,55.0
459585,Royapettah,Chennai,Noto - Healthy Ice Cream,250.0,2.9,80,,Royapettah,45.0
459654,Naranpura,Ahmedabad,Kulhad Masti,350.0,2.9,80,Beverages,Naranpura,
459676,Adajan,Surat,La Plaza Pizza,200.0,2.9,80,"Pizzas,Italian,Snacks,Beverages",Adajan,45.0
459756,Kurla,Mumbai,Craving Adda,400.0,2.9,80,Chinese,Kurla,38.0
459789,Athwa,Surat,Al-Shifa Biryani,300.0,2.9,80,$$$,Athwa,44.0
459811,Chembur,Mumbai,Rana'S Hunger Halt,,2.9,80,Chinese  Indian,Chembur,47.0
459817,Andheri East,Mumbai,The Curry Story,400.0,2.9,80,"Indian,Biryani,Beverages",Andheri East,
459818,Andheri East,Delhii,The Pepper Wok,400.0,2.9,80,Chinese,Andheri East,57.0
459832,Nsp,Delhi,Chef Nation,300.0,2.9,80,"Chinese,Beverages",Nsp,50.0
459845,Adajan,Surat,Bombay Sandwich Badshah,200.0,2.9,80,"Snacks,Indian,Pizzas",Adajan,46.0
460071,Chembur Colony,Mumbai,Volcano Momos,400.0,2.9,80,Chinese  Snacks  Italian,Chembur Colony,53.0
460154,Marol Sakinaka,Mumbai,Mk Food Booth,,2.9,80,$$$,Marol Sakinaka,42.0
460155,Marol Sakinaka,Mumbai,Chow Chow India,250.0,-0.6340529555782279,80,Chinese,Marol Sakinaka,41.0
460179,Navrangpura,Ahmedabad,Big Sandwich,150.0,,80,,Navrangpura,39.0
460316,Begampur,Delhi,Yellow Berries,250.0,2.9,80,"North Indian,Bengali",Begampur,63.0
460327,Himayath Nagar,Hyderabad,Rayees Shawarma & Momos,,2.9,80,"Lebanese,Chinese",Himayath Nagar,34.0
460415,Ghatkopar Ck Mum,Mumbai,Chaayos Meri Wali Chai,250.0,2.9,80,"Bakery,Beverages,Chaat,Desserts,Home Food,Italian,Maharashtrian,Snacks,Street Food,Sweets",Ghatkopar Ck Mum,37.0
460653,Rammandir,Kolkata,Bhikharam Chandmal Rajuji,400.0,2.9,80,Sweets  Desserts  Snacks,Burrabazar,40.0
460665,Matunga Wadala,Mumbai,Royal Punjab Restaurant & Bar,400.0,2.9,80,North Indian  Chinese,Matunga Wadala,
460912,George Town,Chennai,Salam Biryani,300.0,2.9,80,"Chinese,North Indian",George Town,
460957,Swargate,Pune,Appas Gurudev Pizza Sandwich Corner,200.0,2.9,80,"Pizzas,British,American,Snacks",Swargate,34.0
461000,Shivaji Nagar,Pune,Kekiz The Cake Shop,300.0,2.9,80,"Bakery,Desserts",Shivaji Nagar,35.0
461036,Rohini,Delhi,Punjab Chicken Corner,300.0,2.9,80,"Punjabi,North Indian,Tandoor,Chinese",Rohini,34.0
461103,Rohini,Delhi,Currynama By Seven Seas,800.0,2.9,80,"North Indian,Kebabs,Desserts",Rohini,45.0
461119,Kurla,Mumbai,Achija Veg Restaurants,700.0,2.9,80,"North Indian,South Indian,Chinese,Beverages",Kurla,44.0
461296,Bibwewadi,Pune,The Brrgrr Kitchen - By Cafe Bistro,300.0,2.9,80,"Snacks,Beverages",Bibwewadi,50.0
461321,Kurla,Mumbai,Fresh Breakfast,250.0,-0.42237362209219675,80,Indian  South Indian  Snacks,Kurla,35.0
461434,Fdl_Scruz Bandra East,Mumbai,Mumbai Continental Chef,300.0,,80,"Italian,Chinese,Snacks",Fdl_Scruz Bandra East,45.0
462156,Central Kolkata,Kolkata,Spice Wok,200.0,2.9,80,Snacks  Mughlai,Central Kolkata,46.0
462218,Chembur,Mumbai,Festa Della Pizza,750.0,2.9,80,"Italian,Pizzas",Chembur,48.0
462318,Purasawalkam,Chennai,Gowri Fast Food,200.0,2.9,80,,Purasawalkam,44.0
462444,Rohini,Delhi,Mealizer,300.0,2.9,80,$$$,Rohini,36.0
462777,Rohini,Delhi,Bar Of Burger,300.0,2.9,80,"American,Beverages",Rohini,
462917,Burrabazar,Kolkata,New Arsalaan'S Kitchen,100.0,2.9,80,"Indian,Snacks",Burrabazar,37.0
462935,Central Bangalore,Bangalore,Ujwal Family Bar And Restaurant,800.0,2.9,80,"Chinese,North Indian,South Indian",Central Bangalore,40.0
462955,Marol Sakinaka,Mumbai,Rich King,160.0,2.9,80,"North Indian,Indian,Chinese",Marol Sakinaka,47.0
462980,Kurla,Mumbai,Shakeywakey,400.0,2.9,80,,Kurla,35.0
463132,Kalyani Nagar,Pune,Som Foods And Hospitality Private  Limited,500.0,2.9,80,"North Indian,Biryani,Indian,Salads",Kalyani Nagar,52.0
463157,Naranpura,Delhii,Brewers The Coffee Bar,,2.9,80,"Italian,North Indian,Mexican,Beverages",Naranpura,45.0
463185,Swargate,Pune,Mh 12 Biryani House,450.0,2.9,80,"Biryani,Indian,Seafood",Swargate,37.0
463362,Swargate,Pune,Pizza Point,300.0,2.9,80,"Pizzas,American,Snacks",Swargate,46.0
463445,Perambur,Chennai,New Star Hotel,300.0,2.9,80,"Biryani,Chinese,South Indian",Perambur,50.0
463463,Camp,Pune,Tandoor Restaurant & Bar,400.0,2.9,80,"North Indian,Chinese,Seafood,Beverages,Biryani,Maharashtrian",Camp,51.0
463471,Chembur,Mumbai,Bunny'S Kitchen,300.0,2.9,80,American  Snacks,Chembur,56.0
463483,Kurla,Mumbai,Prerna'S Handcrafted Ice Cream,400.0,,80,"Ice Cream,Desserts,Beverages",Kurla,38.0
463512,Nallakunta & Vidyanagar,Delhii,That Idly Place,150.0,2.9,80,"South Indian,Indian,Snacks",Nallakunta & Vidyanagar,44.0
463545,George Town,Chennai,Food Corner Family Restaurent,1.0,2.9,80,"South Indian,Chinese,Beverages",George Town,60.0
463559,Himayath Nagar,Hyderabad,New Sangam Hotel,230.0,,80,"North Indian,Indian,Chinese,Snacks",Himayath Nagar,33.0
463564,Himayath Nagar,Hyderabad,Sandwich Fun,200.0,2.9,80,"Pizzas,Snacks",Himayath Nagar,39.0
463632,Marol Sakinaka,Mumbai,Rushhrs,300.0,2.9,80,American  Snacks  Beverages,Marol Sakinaka,57.0
463640,Kurla,Mumbai,Kurla Chinese & Seekh Paratha Corner,400.0,2.9,80,"Chinese,Indian",Kurla,37.0
463779,Navrangpura,Ahmedabad,Gully Nukkad,300.0,2.9,80,"Snacks,Indian,British,Italian,Beverages",Navrangpura,44.0
463939,Swargate,Pune,Deccan Express,350.0,2.9,80,Chinese,Swargate,34.0
464082,Perambur,Chennai,Love To Eat,,2.9,80,$$$,Perambur,51.0
464118,Adajan,Surat,Surti Egg House,350.0,2.9,80,"Indian,North Indian",Adajan,50.0
464309,Salt Lake,Kolkata,Since 2016 Cafe,500.0,2.9,80,Pizzas  North Indian,Salt Lake,60.0
464358,Central Kolkata,Kolkata,Fresh Fried,200.0,2.9,80,"American,Snacks",Central Kolkata,48.0
464427,Shivaji Nagar,Pune,Madina Hotel,,2.9,80,"North Indian,Biryani",Shivaji Nagar,47.0
464563,Purasawalkam,Chennai,King Queen Pizza,249.0,2.9,80,Snacks,Purasawalkam,60.0
464718,Scruz Bandra East,Mumbai,Hotel Rockline,350.0,2.9,80,,Scruz Bandra East,37.0
464760,Purasawalkam,Chennai,A1 Food World,250.0,2.9,80,"Chinese,American,Pizzas,Snacks",Purasawalkam,46.0
464792,Shyam Bazar,Kolkata,The Platter Hub,300.0,2.9,80,"Kebabs,American,Lebanese,Combo",Shyam Bazar,
464989,Himayath Nagar,Hyderabad,Silver Spoon,160.0,2.9,80,Snacks  Combo,Himayath Nagar,37.0
465030,Marol Sakinaka,Mumbai,Sufi Darbar Restaurant,300.0,2.9,80,"Chinese,Mughlai",Marol Sakinaka,52.0
465095,Marol Sakinaka,Mumbai,Unnati Tadka House,350.0,2.9,80,"North Indian,Indian,Chinese,Biryani",Marol Sakinaka,46.0
465218,Annanagar,Chennai,Nasi And Mee,1200.0,5.0,20,"Pan-Asian,Singaporean,Malaysian,Japanese,Asian,Chinese,Indonesian",Annanagar,70.0
465491,Shivaji Nagar,Pune,Happy Family Restaurant,250.0,2.9,80,"North Indian,Biryani,Thalis",Shivaji Nagar,34.0
465523,Perambur,Chennai,Chennai Biryani Centre,400.0,2.9,80,"Biryani,Chinese",Perambur,58.0
465741,Central Kolkata,Kolkata,Sandwich Pizza House,200.0,2.9,80,,Central Kolkata,59.0
465859,Shivaji Nagar,Pune,Friendship Corner,150.0,2.9,80,$$$,Shivaji Nagar,46.0
465928,Marol Sakinaka,Mumbai,Sanskari Paratha,250.0,2.9,80,$$$,Marol Sakinaka,47.0
466013,Central Kolkata,Kolkata,D' Ley Chinese Fast Food,300.0,2.9,80,"Chinese,Seafood,Beverages",Central Kolkata,44.0
466044,Kothrud,Pune,Greecania (Greek Food & Desserts),200.0,2.9,80,"Ice Cream,Snacks,Beverages",Kothrud,
466087,Athwa,Surat,K.G.N.Biryani Centre,978.0,2.9,80,North Indian,Athwa,38.0
466240,Burrabazar,Kolkata,College Street Kitchen,500.0,2.9,80,North Indian  Chinese  Tandoor,Burrabazar,40.0
466297,Chembur,Mumbai,Bombay Seekh Corner,200.0,2.9,80,,Chembur,53.0
466304,Kurla,Mumbai,Al Zaika Dhaba,300.0,2.9,80,Indian  Biryani  Chinese  Beverages  Seafood  Tandoor,Kurla,30.0
466460,Marol Sakinaka,Mumbai,Aksha Dhaba,300.0,2.9,80,Mughlai  Arabian  Tandoor  Chinese  Seafood,Marol Sakinaka,
466669,Andheri East,Mumbai,Filo Bakes,400.0,2.9,80,Bakery  Desserts,Andheri East,56.0
466772,Marol Sakinaka,Mumbai,Bench Bar,600.0,2.9,80,North Indian  Salads,Marol Sakinaka,46.0
466928,Kurla,Mumbai,Shane Ahmedi Hotel,300.0,2.9,80,Indian  Chinese  North Indian,Kurla,39.0
234,Koramangala,Bangalore,Uday Sweets,100.0,3.9,50,Fast Food,5Th Block,49.0
256,Indiranagar,Bangalore,Yogisthaan,600.0,4.2,100,,Double Road,57.0
322,Koramangala,Bangalore,Madurai Idly Shop,150.0,,500,South Indian,6Th Block,54.0
325,Koramangala,Bangalore,Sree Krishna Kafe,137.0,4.5,500,South Indian,1St Block,57.0
1203,Film Nagar,Hyderabad,Little Italy,1200.0,4.1,100,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages",Road No 92,71.0
1540,Jayanagar,Bangalore,Ragoo'S,800.0,4.1,50,"North Indian,Italian",5Th B Main,49.0
1697,Punjagutta,Hyderabad,Chutneys,500.0,4.2,1000,"North Indian,Chinese,South Indian",Road No 3,62.0
1941,Andheri East,Mumbai,Shivsagar Sakinaka,550.0,1.0908815483498606,50,"North Indian,South Indian,Chinese",Saki Vihar Road,46.0
1970,Basheer Bagh,Hyderabad,Cream Stone,350.0,4.4,1000,"Ice Cream,Desserts,Beverages,Ice Cream Cakes",Liberty Road,27.0
2040,Jayanagar,Bangalore,Goli Vada Pav No .1,100.0,4.5,50,"Maharashtrian,North Indian,Fast Food,Street Food",9Th Main Road,40.0
2085,Himayatnagar,Hyderabad,Dadu'S Mithai Vatika,250.0,4.4,500,"Sweets,Street Food,Snacks,Chaat,Bakery",Liberty Road,34.0
2249,Aundh,Pune,Bhairavee Pure Veg. Restaurant,1000.0,4.3,100,"North Indian,Chinese,Thai,Continental",Varsha Park,66.0
2408,Malleshwaram,Bangalore,Suchi Ruchi,200.0,4.0,500,,Temple Road,56.0
2415,Malleshwaram,Bangalore,Veena Stores,100.0,,1000,South Indian,Margosa Road,56.0
2535,Masab Tank,Hyderabad,Agra Sweets Banjara,250.0,4.3,1000,"Sweets,Desserts,Chaat,Snacks,Beverages",Road No 1,46.0
2552,Malleshwaram,Bangalore,Gullu'S Chaat,250.0,3.8,100,,Serpentine Road,45.0
2647,Bandra East,Mumbai,Amey,250.0,4.3,100,"North Indian,Chinese,South Indian,Fast Food",Bandra East,46.0
2846,Sivanchetti Gardens,Bangalore,Tewari Bros Mithai Shop,150.0,3.1,20,"Gujarati,Rajasthani,Fast Food",Dickenson Road,38.0
2856,Ashok Nagar,Bangalore,Green Theory,1000.0,4.3,50,"Italian,Continental,Healthy Food",Residency Road,39.0
2881,Santacruz East,Mumbai,Oye Pappe!,250.0,2.9,80,"North Indian,Biryani,Combo",Amin Compound,34.0
3009,Ballygunge,Kolkata,Hotel Swagath,450.0,4.6,100,North Indian  Chinese  South Indian,Hazra Road,63.0
3078,Bhowanipore,Kolkata,Balwant Singh'S Eating House,600.0,4.1,1000,North Indian,Near Elgin Road Gurudwara Bhawanipur,61.0
3083,Bhowanipore,Kolkata,Fast Filling - Allenby Road,250.0,3.7,50,"North Indian,Chinese,South Indian,Chaat,Thalis,Combo,Street Food,Fast Food,Snacks,Pizzas,Pastas,Mexican,Indian,Italian,Continental,Biryani,Kebabs",Allenby Road,78.0
3214,Malleshwaram,Bangalore,Punjab Mail,300.0,4.1,100,"North Indian,Punjabi,Thalis,Chinese,Combo,Snacks",Margosa Road,53.0
3227,Bhowanipore,Delhii,Balaram Mullick & Radharaman Mullick Sweets-Bhawanipur,300.0,4.5,1000,Desserts  Fast Food  Bakery,Bhawanipur,54.0
3325,Sion,Mumbai,Guru Kripa (Sion West),300.0,4.5,5000,Fast Food,Sindhi Colony,42.0
3363,Koti,Hyderabad,Sri Narsing Bhelpuri & Juice Centre (Bogulkunta),150.0,4.2,1000,"Chaat,Italian,Juices",Tilak Road,31.0
3438,Basavanagudi,Bangalore,Harshi Super Sandwich,100.0,3.7,20,"Snacks,Fast Food,Chaat",East Anjaneya Temple Road,55.0
3502,Deccan Gymkhana,Pune,Flavours Street,150.0,4.2,100,,Fergusson College Road,34.0
3627,Banjara Hills,Hyderabad,House Of Dosas,200.0,4.3,500,South Indian,Road No 2,63.0
3632,Basheer Bagh,Delhii,Mai Ki Rasoi,,4.5,1000,North Indian,Himayathnagar Road,32.0
3635,Somajiguda,Hyderabad,Ice N Spice (Hotel Inner Circle),450.0,4.1,20,Indian  Chinese  Tandoor  South Indian,Raj Bhavan Road,55.0
3836,Deccan Gymkhana,Pune,Amrapali,,4.5,100,"North Indian,Chinese",Fc Road,
3883,Gandhi Bazaar,Bangalore,Vidyarthi Bhavan,150.0,4.3,1000,South Indian,Gandhi Bazar,49.0
3900,Ashok Nagar,Bangalore,Mad Over Donuts,200.0,4.2,50,"Desserts,Sweets,Bakery",Magrath Road,51.0
4065,Sangamvadi,Pune,Nandu'S Paratha & Tnd Fastfood,,4.2,100,,Sangamvadi,39.0
4179,Ramgopalpet,Hyderabad,Anand Bhavan,150.0,,100,North Indian  South Indian,Pg Road,59.0
4453,Camp,Pune,Coffee House,250.0,4.4,100,"North Indian,Chinese,South Indian,Fast Food",Next To Dorabjee'S,32.0
4492,Elgin,Kolkata,Ridhi Sidhi,350.0,4.0,50,"Street Food,North Indian,Beverages,South Indian,Fast Food",Lord Sinha Road,61.0
4575,Bidhannagar,Kolkata,Fly Kouzina,1000.0,4.2,100,"Italian,Chinese,North Indian,Biryani,Kebabs,Healthy Food,Beverages,Desserts",Sector 1,63.0
4769,Begumpet,Hyderabad,Nrs Cafe Nandini,150.0,4.3,1000,South Indian  Juices  Indian,Begumpet Main Road,65.0
4793,Seshadripuram,Bangalore,Rs Shiv Sagar,500.0,4.3,100,"North Indian,Chinese,South Indian,Mexican",Mantri Square,61.0
4807,Ashok Nagar,Delhii,Juice Junction,150.0,4.5,100,,Ashok Nagar,31.0
4922,Golpark,Kolkata,Garden Cafe Express-Gariahat,300.0,4.3,50,South Indian,Gariahat,69.0
4925,Bidhannagar,Kolkata,Gangotri,300.0,4.3,100,"Street Food,North Indian,South Indian",Sector 1,67.0
5162,Jayanagar,Bangalore,Kedia'S Funfood,200.0,4.3,500,Street Food,4Th Main,49.0
5551,Karve Nagar,Pune,Mayur Pavbhaji & Juice Bar,400.0,4.4,100,"Chaat,North Indian,Chinese,Maharashtrian,Fast Food",Karve Nagar Near Pegasus Health Club,49.0
5800,Bidhannagar,Kolkata,Rasam - The Stadel Hotel,300.0,4.3,100,South Indian,Sector 3,59.0
5950,Santacruz East,Mumbai,Gopal Krishna Veg,300.0,9.15941668021106,100,"South Indian,Chinese,Beverages,North Eastern,Continental,Juices,Desserts",Santacruz East,47.0
5956,Kurla,Mumbai,Veg Sutra,250.0,4.0,500,,Bkc,40.0
5979,Matunga,Mumbai,Health Juice Centre Matunga,400.0,4.5,500,Juices  Fast Food,Matunga,55.0
6239,Shivajinagar,Pune,Chaitanya Paranthas,200.0,,1000,"North Indian,Punjabi,Chinese,Thalis,Combo,Beverages,Desserts",Fc Road,35.0
6278,Ghatkopar West,Mumbai,Neo Welcome Restaurant,300.0,4.3,500,"North Indian,Chinese,Beverages,South Indian,Fast Food",Ghatkopar Vikhroli,45.0
6291,Saki Naka,Mumbai,Rajdhani,400.0,4.0,100,$$$,Pheonix Market City,51.0
6326,Ghatkopar West,Mumbai,Meghdoot,850.0,4.5,50,"North Indian,Chinese,Continental",Ghatkopar West,50.0
6353,Mylapore,Chennai,Freez Zone,250.0,4.7,50,Desserts,Radhakrishnan Salai Kaaraikudi Complex,50.0
6469,Beleghata,Kolkata,Pawan Putra,700.0,4.4,100,"North Indian,Chinese,South Indian,Continental",Naskar Road Kakurgachi,44.0
6535,Saki Naka,Mumbai,Mad Over Donuts,200.0,4.5,100,"Desserts,Sweets,Bakery",Pheonix Market City,46.0
6581,Somajiguda,Hyderabad,Jai Durga Maa Vaishno Dhabha,150.0,4.1,100,"Punjabi,North Indian",Somajiguda,55.0
6780,Bhowanipore,Kolkata,Rooftop Topview,300.0,,20,"South Indian,Fast Food",Lee Road,60.0
6803,Koregaon Park,Pune,Squisito,1100.0,,100,"Italian,Mexican",Near Great Punjab,56.0
6861,Malleshwaram,Bangalore,Mint Masala,375.0,4.2,100,"North Indian,Chinese,Continental",Bashyam Circle,57.0
6927,Koti,Hyderabad,Bombay Juice,200.0,4.2,500,"Chaat,Chinese,Juices",Sultan Bazar,26.0
6994,Koti,Hyderabad,Santosh Dhaba Exclusive,300.0,4.1,1000,"North Indian,Biryani,Chinese,Italian,Mexican,Desserts",Hanuman Tekdi,30.0
7003,Himayatnagar,Hyderabad,Almond House,,4.6,500,$$$,Himayath Nagar Road,29.0
7203,Koti,Hyderabad,Taj Mahal-Abids,300.0,4.3,1000,"North Indian,Chinese,South Indian",Abids Road,34.0
7418,Maharshi Nagar,Pune,Cafe Bistro,250.0,4.5,20,Continental,Satara Road,49.0
7528,New Nallakunta,Hyderabad,Balaji Family Dhaba & Caterers,450.0,3.9,1000,"North Indian,Chinese",Vegetable Market,33.0
7775,Chennai,Chennai,Gangotree,300.0,4.5,1000,,Cathedral Road,50.0
7855,Modi Colony,Pune,Supriya Restaurant,400.0,4.4,1000,"North Indian,Chinese,South Indian,Fast Food,Beverages,Snacks",Opp Nehru Memorial Hall,29.0
7953,Lake Town,Kolkata,Sharma Snacks - Lake Town,100.0,,500,Snacks  Street Food  Fast Food  Sweets,Near Jaya Cinema Hall,61.0
8471,Bidhannagar,Kolkata,Kwality Swirls,250.0,2.9,80,$$$,Newtownchakpachuriya,76.0
8593,Koti,Hyderabad,Sri Radhe Chills And Thrills,,4.2,500,"Italian,Juices,Fast Food",Abids,28.0
8678,Barabazar Market,Kolkata,Haldiram'S Prabhuji,,3.9,100,Street Food  North Indian  Chinese  South Indian,Brabourne Road,56.0
8693,Kolkata,Kolkata,New Paul Dhaba - Veggie Hub,250.0,4.2,500,,Maniktala,42.0
8694,Behala,Kolkata,Krishna'S The Vegetarian Paradise,200.0,4.0,100,"Street Food,North Indian,Chinese,South Indian,Fast Food",Alipore,92.0
8706,Lal Bazar,Kolkata,The Yellow Straw,200.0,4.3,50,Beverages  Juices  Fast Food,Dalhousie Bbd Bagh,40.0
8746,Bhowanipore,Kolkata,Chai Break - Allenby Rd,800.0,4.2,500,Indian  Chinese  Pizzas  Italian,Allenby Road,57.0
8753,Bidhannagar,Kolkata,Maa Annapurna,200.0,4.2,500,Indian,Near 13 No. Tank,61.0
8761,Kankurgachi,Kolkata,Haldirams-Cit Road,300.0,4.3,1000,Street Food  North Indian  Chinese  South Indian,C.I.T. Road,51.0
8902,Thousand Lights,Chennai,Krispy Kreme,,4.5,500,"Desserts,Beverages",Express Avenue Mall,47.0
8934,Royapettah,Chennai,Brunch,400.0,4.1,50,Chaat,Mylapore,56.0
8939,Raja Annamalai Puram,Chennai,Udipi Sri Ganesh Bhavan,200.0,4.5,100,South Indian,Ra Puram,67.0
8944,Mylapore,Chennai,Mami Tiffen,200.0,4.3,1000,,Mylapore,57.0
9259,Chennai,Chennai,Nungambakkam Chaat Corner,150.0,4.1,100,"Chaat,Street Food",Nungambakkam,47.0
